date,game_type,home_team ,score_for,away team,score_against
1997-04-01,regular_season,Orlando Magic,93,Philadelphia 76ers,105
1997-04-01,regular_season,Portland Trail Blazers,82,Golden State Warriors,91
1997-04-01,regular_season,Seattle SuperSonics,97,Los Angeles Lakers,99
1997-04-01,regular_season,Vancouver Grizzlies,91,Milwaukee Bucks,102
1997-04-02,regular_season,Boston Celtics,87,Cleveland Cavaliers,96
1997-04-02,regular_season,Charlotte Hornets,95,Atlanta Hawks,84
1997-04-02,regular_season,Los Angeles Lakers,110,Denver Nuggets,85
1997-04-02,regular_season,Minnesota Timberwolves,94,New Jersey Nets,89
1997-04-02,regular_season,Philadelphia 76ers,90,Toronto Raptors,112
1997-04-02,regular_season,Phoenix Suns,109,Houston Rockets,96
1997-04-02,regular_season,San Antonio Spurs,92,Detroit Pistons,99
1997-04-02,regular_season,Utah Jazz,118,Sacramento Kings,87
1997-04-03,regular_season,Golden State Warriors,106,Dallas Mavericks,90
1997-04-03,regular_season,Indiana Pacers,78,Miami Heat,92
1997-04-03,regular_season,New Jersey Nets,87,Charlotte Hornets,93
1997-04-03,regular_season,Orlando Magic,94,Los Angeles Clippers,113
1997-04-03,regular_season,Seattle SuperSonics,103,Milwaukee Bucks,80
1997-04-03,regular_season,Washington Bullets,110,Chicago Bulls,102
1997-04-04,regular_season,Atlanta Hawks,103,Detroit Pistons,89
1997-04-04,regular_season,Boston Celtics,102,Los Angeles Clippers,117
1997-04-04,regular_season,Chicago Bulls,84,Cleveland Cavaliers,71
1997-04-04,regular_season,Denver Nuggets,113,Phoenix Suns,122
1997-04-04,regular_season,Los Angeles Lakers,83,San Antonio Spurs,94
1997-04-04,regular_season,Minnesota Timberwolves,97,Washington Bullets,95
1997-04-04,regular_season,New York Knicks,84,Orlando Magic,93
1997-04-04,regular_season,Philadelphia 76ers,103,Indiana Pacers,114
1997-04-04,regular_season,Portland Trail Blazers,108,Milwaukee Bucks,93
1997-04-04,regular_season,Sacramento Kings,94,Houston Rockets,108
1997-04-04,regular_season,Utah Jazz,106,Vancouver Grizzlies,79
1997-04-05,regular_season,Atlanta Hawks,97,New York Knicks,102
1997-04-05,regular_season,Charlotte Hornets,115,Philadelphia 76ers,113
1997-04-05,regular_season,Golden State Warriors,120,San Antonio Spurs,103
1997-04-05,regular_season,Miami Heat,98,Toronto Raptors,84
1997-04-05,regular_season,Portland Trail Blazers,90,Phoenix Suns,99
1997-04-05,regular_season,Seattle SuperSonics,103,Dallas Mavericks,84
1997-04-06,regular_season,Boston Celtics,114,Washington Bullets,120
1997-04-06,regular_season,Golden State Warriors,100,Utah Jazz,114
1997-04-06,regular_season,Los Angeles Lakers,87,Dallas Mavericks,80
1997-04-06,regular_season,Minnesota Timberwolves,83,Indiana Pacers,94
1997-04-06,regular_season,New Jersey Nets,96,Los Angeles Clippers,103
1997-04-06,regular_season,Orlando Magic,94,Chicago Bulls,110
1997-04-06,regular_season,Sacramento Kings,113,Seattle SuperSonics,101
1997-04-06,regular_season,Vancouver Grizzlies,85,Houston Rockets,94
1997-04-07,regular_season,Chicago Bulls,128,Philadelphia 76ers,102
1997-04-07,regular_season,Cleveland Cavaliers,105,Charlotte Hornets,110
1997-04-07,regular_season,Denver Nuggets,104,Portland Trail Blazers,110
1997-04-07,regular_season,Detroit Pistons,88,Miami Heat,94
1997-04-07,regular_season,Utah Jazz,116,San Antonio Spurs,93
1997-04-08,regular_season,Dallas Mavericks,87,Portland Trail Blazers,82
1997-04-08,regular_season,Golden State Warriors,85,Los Angeles Lakers,109
1997-04-08,regular_season,Los Angeles Clippers,117,Houston Rockets,127
1997-04-08,regular_season,Milwaukee Bucks,82,Orlando Magic,97
1997-04-08,regular_season,New Jersey Nets,92,Miami Heat,94
1997-04-08,regular_season,New York Knicks,73,Cleveland Cavaliers,93
1997-04-08,regular_season,Phoenix Suns,115,Minnesota Timberwolves,107
1997-04-08,regular_season,Sacramento Kings,109,Vancouver Grizzlies,93
1997-04-08,regular_season,San Antonio Spurs,96,Denver Nuggets,90
1997-04-08,regular_season,Toronto Raptors,100,Washington Bullets,94
1997-04-09,regular_season,Charlotte Hornets,136,Boston Celtics,111
1997-04-09,regular_season,Indiana Pacers,80,Chicago Bulls,86
1997-04-09,regular_season,Philadelphia 76ers,101,Atlanta Hawks,116
1997-04-09,regular_season,Utah Jazz,101,Los Angeles Lakers,89
1997-04-10,regular_season,Dallas Mavericks,82,Seattle SuperSonics,90
1997-04-10,regular_season,Golden State Warriors,109,Denver Nuggets,107
1997-04-10,regular_season,Houston Rockets,102,Vancouver Grizzlies,94
1997-04-10,regular_season,Los Angeles Clippers,96,Minnesota Timberwolves,108
1997-04-10,regular_season,Miami Heat,93,Detroit Pistons,83
1997-04-10,regular_season,New Jersey Nets,93,Milwaukee Bucks,88
1997-04-10,regular_season,New York Knicks,103,Chicago Bulls,105
1997-04-10,regular_season,Sacramento Kings,99,Phoenix Suns,101
1997-04-10,regular_season,San Antonio Spurs,81,Portland Trail Blazers,98
1997-04-10,regular_season,Toronto Raptors,69,Orlando Magic,105
1997-04-11,regular_season,Boston Celtics,103,Cleveland Cavaliers,101
1997-04-11,regular_season,Detroit Pistons,85,Charlotte Hornets,93
1997-04-11,regular_season,Indiana Pacers,92,Atlanta Hawks,104
1997-04-11,regular_season,Los Angeles Lakers,114,Phoenix Suns,98
1997-04-11,regular_season,Milwaukee Bucks,126,Philadelphia 76ers,118
1997-04-11,regular_season,Sacramento Kings,97,Golden State Warriors,87
1997-04-11,regular_season,Utah Jazz,104,Houston Rockets,83
1997-04-11,regular_season,Washington Bullets,109,New Jersey Nets,90
1997-04-12,regular_season,Charlotte Hornets,99,Washington Bullets,97
1997-04-12,regular_season,Cleveland Cavaliers,125,Philadelphia 76ers,118
1997-04-12,regular_season,Dallas Mavericks,85,Vancouver Grizzlies,96
1997-04-12,regular_season,Los Angeles Clippers,116,Denver Nuggets,94
1997-04-12,regular_season,Miami Heat,99,New York Knicks,100
1997-04-12,regular_season,Minnesota Timberwolves,66,Atlanta Hawks,80
1997-04-12,regular_season,Orlando Magic,121,Boston Celtics,98
1997-04-12,regular_season,San Antonio Spurs,91,Seattle SuperSonics,96
1997-04-12,regular_season,Toronto Raptors,89,Indiana Pacers,100
1997-04-13,regular_season,Detroit Pistons,108,Chicago Bulls,91
1997-04-13,regular_season,Golden State Warriors,97,Phoenix Suns,105
1997-04-13,regular_season,Houston Rockets,113,Seattle SuperSonics,73
1997-04-13,regular_season,Los Angeles Lakers,100,Utah Jazz,98
1997-04-13,regular_season,Milwaukee Bucks,132,New Jersey Nets,123
1997-04-14,regular_season,Charlotte Hornets,94,Cleveland Cavaliers,82
1997-04-14,regular_season,Chicago Bulls,117,Toronto Raptors,100
1997-04-14,regular_season,Dallas Mavericks,93,Los Angeles Clippers,99
1997-04-14,regular_season,Denver Nuggets,93,Golden State Warriors,103
1997-04-14,regular_season,Indiana Pacers,110,New York Knicks,107
1997-04-14,regular_season,Miami Heat,87,Minnesota Timberwolves,95
1997-04-14,regular_season,Orlando Magic,100,Detroit Pistons,91
1997-04-14,regular_season,Philadelphia 76ers,110,Washington Bullets,131
1997-04-14,regular_season,Sacramento Kings,120,San Antonio Spurs,106
1997-04-15,regular_season,Atlanta Hawks,109,New Jersey Nets,101
1997-04-15,regular_season,Houston Rockets,123,Los Angeles Clippers,119
1997-04-15,regular_season,Milwaukee Bucks,92,Toronto Raptors,85
1997-04-15,regular_season,Phoenix Suns,122,Utah Jazz,127
1997-04-15,regular_season,Seattle SuperSonics,108,San Antonio Spurs,88
1997-04-16,regular_season,Boston Celtics,102,Charlotte Hornets,108
1997-04-16,regular_season,Cleveland Cavaliers,78,Orlando Magic,63
1997-04-16,regular_season,Detroit Pistons,92,Milwaukee Bucks,85
1997-04-16,regular_season,Miami Heat,102,Chicago Bulls,92
1997-04-16,regular_season,Minnesota Timberwolves,77,Dallas Mavericks,92
1997-04-16,regular_season,New Jersey Nets,105,Philadelphia 76ers,113
1997-04-16,regular_season,New York Knicks,96,Atlanta Hawks,92
1997-04-16,regular_season,Portland Trail Blazers,107,Denver Nuggets,63
1997-04-16,regular_season,Washington Bullets,103,Indiana Pacers,90
1997-04-17,regular_season,Denver Nuggets,104,Seattle SuperSonics,108
1997-04-17,regular_season,Los Angeles Lakers,108,Sacramento Kings,99
1997-04-17,regular_season,Utah Jazz,106,Golden State Warriors,93
1997-04-17,regular_season,Vancouver Grizzlies,73,Portland Trail Blazers,105
1997-04-18,regular_season,Charlotte Hornets,100,Toronto Raptors,108
1997-04-18,regular_season,Detroit Pistons,75,Cleveland Cavaliers,82
1997-04-18,regular_season,Houston Rockets,112,Dallas Mavericks,102
1997-04-18,regular_season,Los Angeles Clippers,95,Los Angeles Lakers,123
1997-04-18,regular_season,Miami Heat,74,New Jersey Nets,86
1997-04-18,regular_season,Minnesota Timberwolves,122,Milwaukee Bucks,112
1997-04-18,regular_season,New York Knicks,97,Indiana Pacers,89
1997-04-18,regular_season,Philadelphia 76ers,113,Boston Celtics,119
1997-04-18,regular_season,San Antonio Spurs,95,Phoenix Suns,106
1997-04-18,regular_season,Washington Bullets,104,Orlando Magic,93
1997-04-19,regular_season,Atlanta Hawks,136,Philadelphia 76ers,104
1997-04-19,regular_season,Chicago Bulls,101,New York Knicks,103
1997-04-19,regular_season,Dallas Mavericks,95,Denver Nuggets,100
1997-04-19,regular_season,Golden State Warriors,120,Sacramento Kings,122
1997-04-19,regular_season,Orlando Magic,88,Miami Heat,102
1997-04-19,regular_season,Phoenix Suns,107,Vancouver Grizzlies,121
1997-04-19,regular_season,Seattle SuperSonics,125,Los Angeles Clippers,100
1997-04-19,regular_season,Utah Jazz,101,Minnesota Timberwolves,89
1997-04-20,regular_season,Boston Celtics,94,Toronto Raptors,125
1997-04-20,regular_season,Cleveland Cavaliers,81,Washington Bullets,85
1997-04-20,regular_season,Indiana Pacers,120,Detroit Pistons,124
1997-04-20,regular_season,Milwaukee Bucks,120,Charlotte Hornets,100
1997-04-20,regular_season,New Jersey Nets,108,Atlanta Hawks,92
1997-04-20,regular_season,Portland Trail Blazers,100,Los Angeles Lakers,96
1997-04-20,regular_season,Sacramento Kings,109,Utah Jazz,113
1997-04-20,regular_season,San Antonio Spurs,99,Houston Rockets,103
1997-04-24,playoffs,Houston Rockets,112,Minnesota Timberwolves,95
1997-04-24,playoffs,Miami Heat,99,Orlando Magic,64
1997-04-24,playoffs,New York Knicks,109,Charlotte Hornets,99
1997-04-24,playoffs,Utah Jazz,106,Los Angeles Clippers,86
1997-04-25,playoffs,Atlanta Hawks,89,Detroit Pistons,75
1997-04-25,playoffs,Chicago Bulls,98,Washington Bullets,86
1997-04-25,playoffs,Los Angeles Lakers,95,Portland Trail Blazers,77
1997-04-25,playoffs,Seattle SuperSonics,101,Phoenix Suns,106
1997-04-26,playoffs,Houston Rockets,96,Minnesota Timberwolves,84
1997-04-26,playoffs,New York Knicks,100,Charlotte Hornets,93
1997-04-26,playoffs,Utah Jazz,105,Los Angeles Clippers,99
1997-04-27,playoffs,Atlanta Hawks,80,Detroit Pistons,93
1997-04-27,playoffs,Chicago Bulls,109,Washington Bullets,104
1997-04-27,playoffs,Los Angeles Lakers,107,Portland Trail Blazers,93
1997-04-27,playoffs,Miami Heat,104,Orlando Magic,87
1997-04-27,playoffs,Seattle SuperSonics,122,Phoenix Suns,78
1997-04-28,playoffs,Charlotte Hornets,95,New York Knicks,104
1997-04-28,playoffs,Los Angeles Clippers,92,Utah Jazz,104
1997-04-29,playoffs,Detroit Pistons,99,Atlanta Hawks,91
1997-04-29,playoffs,Minnesota Timberwolves,120,Houston Rockets,125
1997-04-29,playoffs,Orlando Magic,88,Miami Heat,75
1997-04-29,playoffs,Phoenix Suns,110,Seattle SuperSonics,103
1997-04-30,playoffs,Portland Trail Blazers,98,Los Angeles Lakers,90
1997-04-30,playoffs,Washington Bullets,95,Chicago Bulls,96
1997-05-01,playoffs,Orlando Magic,99,Miami Heat,91
1997-05-01,playoffs,Phoenix Suns,115,Seattle SuperSonics,122
1997-05-02,playoffs,Detroit Pistons,82,Atlanta Hawks,94
1997-05-02,playoffs,Portland Trail Blazers,91,Los Angeles Lakers,95
1997-05-03,playoffs,Seattle SuperSonics,116,Phoenix Suns,92
1997-05-04,playoffs,Atlanta Hawks,84,Detroit Pistons,79
1997-05-04,playoffs,Miami Heat,91,Orlando Magic,83
1997-05-04,playoffs,Utah Jazz,93,Los Angeles Lakers,77
1997-05-05,playoffs,Houston Rockets,112,Seattle SuperSonics,102
1997-05-06,playoffs,Chicago Bulls,100,Atlanta Hawks,97
1997-05-06,playoffs,Utah Jazz,103,Los Angeles Lakers,101
1997-05-07,playoffs,Houston Rockets,101,Seattle SuperSonics,106
1997-05-07,playoffs,Miami Heat,79,New York Knicks,88
1997-05-08,playoffs,Chicago Bulls,95,Atlanta Hawks,103
1997-05-08,playoffs,Los Angeles Lakers,104,Utah Jazz,84
1997-05-09,playoffs,Miami Heat,88,New York Knicks,84
1997-05-09,playoffs,Seattle SuperSonics,93,Houston Rockets,97
1997-05-10,playoffs,Atlanta Hawks,80,Chicago Bulls,100
1997-05-10,playoffs,Los Angeles Lakers,95,Utah Jazz,110
1997-05-11,playoffs,Atlanta Hawks,80,Chicago Bulls,89
1997-05-11,playoffs,New York Knicks,77,Miami Heat,73
1997-05-11,playoffs,Seattle SuperSonics,106,Houston Rockets,110
1997-05-12,playoffs,New York Knicks,89,Miami Heat,76
1997-05-12,playoffs,Utah Jazz,98,Los Angeles Lakers,93
1997-05-13,playoffs,Chicago Bulls,107,Atlanta Hawks,92
1997-05-13,playoffs,Houston Rockets,94,Seattle SuperSonics,100
1997-05-14,playoffs,Miami Heat,96,New York Knicks,81
1997-05-15,playoffs,Seattle SuperSonics,99,Houston Rockets,96
1997-05-16,playoffs,New York Knicks,90,Miami Heat,95
1997-05-17,playoffs,Houston Rockets,96,Seattle SuperSonics,91
1997-05-18,playoffs,Miami Heat,101,New York Knicks,90
1997-05-19,playoffs,Utah Jazz,101,Houston Rockets,86
1997-05-20,playoffs,Chicago Bulls,84,Miami Heat,77
1997-05-21,playoffs,Utah Jazz,104,Houston Rockets,92
1997-05-22,playoffs,Chicago Bulls,75,Miami Heat,68
1997-05-23,playoffs,Houston Rockets,118,Utah Jazz,100
1997-05-24,playoffs,Miami Heat,74,Chicago Bulls,98
1997-05-25,playoffs,Houston Rockets,95,Utah Jazz,92
1997-05-26,playoffs,Miami Heat,87,Chicago Bulls,80
1997-05-27,playoffs,Utah Jazz,96,Houston Rockets,91
1997-05-28,playoffs,Chicago Bulls,100,Miami Heat,87
1997-05-29,playoffs,Houston Rockets,100,Utah Jazz,103
1997-06-01,playoffs,Chicago Bulls,84,Utah Jazz,82
1997-06-04,playoffs,Chicago Bulls,97,Utah Jazz,85
1997-06-06,playoffs,Utah Jazz,104,Chicago Bulls,93
1997-06-08,playoffs,Utah Jazz,78,Chicago Bulls,73
1997-06-11,playoffs,Utah Jazz,88,Chicago Bulls,90
1997-06-13,playoffs,Chicago Bulls,90,Utah Jazz,86
1997-10-31,regular_season,Boston Celtics,92,Chicago Bulls,85
1997-10-31,regular_season,Charlotte Hornets,85,New York Knicks,97
1997-10-31,regular_season,Denver Nuggets,96,San Antonio Spurs,107
1997-10-31,regular_season,Detroit Pistons,92,Washington Wizards,79
1997-10-31,regular_season,Houston Rockets,94,Cleveland Cavaliers,86
1997-10-31,regular_season,Los Angeles Lakers,104,Utah Jazz,87
1997-10-31,regular_season,Miami Heat,114,Toronto Raptors,101
1997-10-31,regular_season,Minnesota Timberwolves,129,Golden State Warriors,113
1997-10-31,regular_season,New Jersey Nets,97,Indiana Pacers,95
1997-10-31,regular_season,Orlando Magic,99,Atlanta Hawks,105
1997-10-31,regular_season,Philadelphia 76ers,88,Milwaukee Bucks,103
1997-10-31,regular_season,Phoenix Suns,110,Los Angeles Clippers,100
1997-10-31,regular_season,Portland Trail Blazers,83,Seattle SuperSonics,91
1997-10-31,regular_season,Vancouver Grizzlies,88,Dallas Mavericks,90
1997-11-01,regular_season,Atlanta Hawks,90,Toronto Raptors,85
1997-11-01,regular_season,Chicago Bulls,94,Philadelphia 76ers,74
1997-11-01,regular_season,Indiana Pacers,96,Golden State Warriors,83
1997-11-01,regular_season,Los Angeles Clippers,74,Portland Trail Blazers,82
1997-11-01,regular_season,Milwaukee Bucks,109,New Jersey Nets,113
1997-11-01,regular_season,Minnesota Timberwolves,106,Charlotte Hornets,90
1997-11-01,regular_season,San Antonio Spurs,83,Cleveland Cavaliers,80
1997-11-01,regular_season,Seattle SuperSonics,81,Dallas Mavericks,89
1997-11-01,regular_season,Utah Jazz,102,Denver Nuggets,84
1997-11-01,regular_season,Vancouver Grizzlies,97,Sacramento Kings,96
1997-11-01,regular_season,Washington Wizards,108,Miami Heat,109
1997-11-02,regular_season,Boston Celtics,96,Orlando Magic,107
1997-11-02,regular_season,New York Knicks,86,Detroit Pistons,94
1997-11-02,regular_season,Sacramento Kings,77,Houston Rockets,93
1997-11-03,regular_season,Chicago Bulls,87,San Antonio Spurs,83
1997-11-03,regular_season,Miami Heat,99,Charlotte Hornets,112
1997-11-03,regular_season,Utah Jazz,86,Washington Wizards,90
1997-11-04,regular_season,Atlanta Hawks,82,Detroit Pistons,71
1997-11-04,regular_season,Cleveland Cavaliers,80,Indiana Pacers,77
1997-11-04,regular_season,Dallas Mavericks,92,Vancouver Grizzlies,87
1997-11-04,regular_season,Denver Nuggets,96,Washington Wizards,120
1997-11-04,regular_season,Milwaukee Bucks,110,Orlando Magic,76
1997-11-04,regular_season,New York Knicks,102,Boston Celtics,70
1997-11-04,regular_season,Phoenix Suns,106,Utah Jazz,84
1997-11-04,regular_season,Portland Trail Blazers,122,Minnesota Timberwolves,105
1997-11-04,regular_season,Sacramento Kings,98,Los Angeles Lakers,101
1997-11-04,regular_season,Seattle SuperSonics,118,Houston Rockets,94
1997-11-04,regular_season,Toronto Raptors,104,Golden State Warriors,86
1997-11-05,regular_season,Boston Celtics,74,Miami Heat,90
1997-11-05,regular_season,Charlotte Hornets,110,Dallas Mavericks,103
1997-11-05,regular_season,Chicago Bulls,94,Orlando Magic,81
1997-11-05,regular_season,Detroit Pistons,87,Indiana Pacers,99
1997-11-05,regular_season,Los Angeles Clippers,110,Houston Rockets,124
1997-11-05,regular_season,New Jersey Nets,112,Golden State Warriors,96
1997-11-05,regular_season,Philadelphia 76ers,88,Atlanta Hawks,93
1997-11-05,regular_season,San Antonio Spurs,87,Vancouver Grizzlies,79
1997-11-06,regular_season,Milwaukee Bucks,100,Philadelphia 76ers,93
1997-11-06,regular_season,Phoenix Suns,75,New York Knicks,105
1997-11-06,regular_season,Toronto Raptors,92,Seattle SuperSonics,109
1997-11-07,regular_season,Atlanta Hawks,80,Chicago Bulls,78
1997-11-07,regular_season,Boston Celtics,92,Cleveland Cavaliers,96
1997-11-07,regular_season,Denver Nuggets,89,Utah Jazz,91
1997-11-07,regular_season,Detroit Pistons,84,Orlando Magic,89
1997-11-07,regular_season,Houston Rockets,85,Portland Trail Blazers,86
1997-11-07,regular_season,Indiana Pacers,93,Seattle SuperSonics,99
1997-11-07,regular_season,Los Angeles Lakers,99,New York Knicks,94
1997-11-07,regular_season,New Jersey Nets,99,Miami Heat,87
1997-11-07,regular_season,Sacramento Kings,85,Los Angeles Clippers,98
1997-11-07,regular_season,Vancouver Grizzlies,97,Minnesota Timberwolves,108
1997-11-07,regular_season,Washington Wizards,92,Charlotte Hornets,107
1997-11-08,regular_season,Charlotte Hornets,89,Indiana Pacers,82
1997-11-08,regular_season,Chicago Bulls,99,New Jersey Nets,86
1997-11-08,regular_season,Cleveland Cavaliers,97,Atlanta Hawks,99
1997-11-08,regular_season,Dallas Mavericks,94,Portland Trail Blazers,101
1997-11-08,regular_season,Golden State Warriors,90,Minnesota Timberwolves,97
1997-11-08,regular_season,Los Angeles Clippers,105,Phoenix Suns,123
1997-11-08,regular_season,Miami Heat,114,Washington Wizards,106
1997-11-08,regular_season,Milwaukee Bucks,105,Boston Celtics,96
1997-11-08,regular_season,Orlando Magic,96,Toronto Raptors,87
1997-11-08,regular_season,San Antonio Spurs,87,Utah Jazz,80
1997-11-09,regular_season,Los Angeles Lakers,132,Golden State Warriors,97
1997-11-09,regular_season,Philadelphia 76ers,105,Seattle SuperSonics,112
1997-11-09,regular_season,Sacramento Kings,86,New York Knicks,78
1997-11-09,regular_season,Vancouver Grizzlies,104,Detroit Pistons,96
1997-11-10,regular_season,Portland Trail Blazers,86,Detroit Pistons,82
1997-11-10,regular_season,Toronto Raptors,98,San Antonio Spurs,100
1997-11-11,regular_season,Atlanta Hawks,89,Seattle SuperSonics,87
1997-11-11,regular_season,Cleveland Cavaliers,101,Chicago Bulls,80
1997-11-11,regular_season,Dallas Mavericks,96,Los Angeles Lakers,118
1997-11-11,regular_season,Miami Heat,101,Sacramento Kings,82
1997-11-11,regular_season,Minnesota Timberwolves,92,San Antonio Spurs,93
1997-11-11,regular_season,New York Knicks,93,Denver Nuggets,90
1997-11-11,regular_season,Vancouver Grizzlies,119,Los Angeles Clippers,113
1997-11-12,regular_season,Boston Celtics,96,Denver Nuggets,86
1997-11-12,regular_season,Chicago Bulls,83,Washington Wizards,90
1997-11-12,regular_season,Golden State Warriors,71,Detroit Pistons,102
1997-11-12,regular_season,Houston Rockets,100,Philadelphia 76ers,114
1997-11-12,regular_season,Indiana Pacers,86,Atlanta Hawks,89
1997-11-12,regular_season,Orlando Magic,89,Sacramento Kings,115
1997-11-12,regular_season,Phoenix Suns,103,Milwaukee Bucks,95
1997-11-12,regular_season,Toronto Raptors,70,New York Knicks,93
1997-11-12,regular_season,Utah Jazz,98,Vancouver Grizzlies,80
1997-11-13,regular_season,Dallas Mavericks,98,Philadelphia 76ers,99
1997-11-13,regular_season,Los Angeles Clippers,94,Milwaukee Bucks,102
1997-11-13,regular_season,Minnesota Timberwolves,88,Washington Wizards,91
1997-11-13,regular_season,New Jersey Nets,74,Cleveland Cavaliers,85
1997-11-13,regular_season,San Antonio Spurs,100,Los Angeles Lakers,109
1997-11-13,regular_season,Seattle SuperSonics,95,Detroit Pistons,89
1997-11-14,regular_season,Atlanta Hawks,104,Sacramento Kings,103
1997-11-14,regular_season,Boston Celtics,103,Toronto Raptors,99
1997-11-14,regular_season,Chicago Bulls,105,Charlotte Hornets,92
1997-11-14,regular_season,Houston Rockets,103,Los Angeles Lakers,113
1997-11-14,regular_season,Indiana Pacers,82,Miami Heat,78
1997-11-14,regular_season,Orlando Magic,103,Denver Nuggets,85
1997-11-14,regular_season,Portland Trail Blazers,139,Phoenix Suns,140
1997-11-14,regular_season,Utah Jazz,110,Seattle SuperSonics,104
1997-11-15,regular_season,Charlotte Hornets,130,Los Angeles Clippers,96
1997-11-15,regular_season,Chicago Bulls,79,Cleveland Cavaliers,70
1997-11-15,regular_season,Dallas Mavericks,77,Utah Jazz,85
1997-11-15,regular_season,Detroit Pistons,96,New Jersey Nets,88
1997-11-15,regular_season,Golden State Warriors,87,Portland Trail Blazers,99
1997-11-15,regular_season,Miami Heat,96,Denver Nuggets,93
1997-11-15,regular_season,New York Knicks,114,Sacramento Kings,87
1997-11-15,regular_season,Philadelphia 76ers,101,Boston Celtics,107
1997-11-15,regular_season,San Antonio Spurs,94,Minnesota Timberwolves,105
1997-11-15,regular_season,Toronto Raptors,77,Indiana Pacers,105
1997-11-15,regular_season,Vancouver Grizzlies,109,Milwaukee Bucks,94
1997-11-15,regular_season,Washington Wizards,91,Orlando Magic,102
1997-11-16,regular_season,Atlanta Hawks,89,Los Angeles Clippers,83
1997-11-16,regular_season,Cleveland Cavaliers,72,New Jersey Nets,77
1997-11-16,regular_season,Los Angeles Lakers,121,Vancouver Grizzlies,95
1997-11-16,regular_season,Phoenix Suns,96,Houston Rockets,94
1997-11-16,regular_season,Seattle SuperSonics,119,Milwaukee Bucks,99
1997-11-17,regular_season,Portland Trail Blazers,120,Dallas Mavericks,75
1997-11-18,regular_season,Atlanta Hawks,98,Washington Wizards,89
1997-11-18,regular_season,Denver Nuggets,87,Vancouver Grizzlies,100
1997-11-18,regular_season,Houston Rockets,95,New York Knicks,84
1997-11-18,regular_season,Milwaukee Bucks,87,Detroit Pistons,79
1997-11-18,regular_season,Orlando Magic,112,Los Angeles Clippers,94
1997-11-18,regular_season,Phoenix Suns,90,Minnesota Timberwolves,108
1997-11-18,regular_season,Sacramento Kings,102,Dallas Mavericks,95
1997-11-18,regular_season,Toronto Raptors,109,Boston Celtics,122
1997-11-18,regular_season,Utah Jazz,92,Los Angeles Lakers,97
1997-11-19,regular_season,Charlotte Hornets,106,Portland Trail Blazers,92
1997-11-19,regular_season,Cleveland Cavaliers,93,Orlando Magic,96
1997-11-19,regular_season,Los Angeles Lakers,118,Minnesota Timberwolves,93
1997-11-19,regular_season,Miami Heat,122,Los Angeles Clippers,113
1997-11-19,regular_season,New Jersey Nets,108,Boston Celtics,100
1997-11-19,regular_season,Philadelphia 76ers,97,Washington Wizards,86
1997-11-19,regular_season,San Antonio Spurs,108,Golden State Warriors,87
1997-11-19,regular_season,Seattle SuperSonics,107,Vancouver Grizzlies,87
1997-11-20,regular_season,Atlanta Hawks,79,New York Knicks,100
1997-11-20,regular_season,Dallas Mavericks,97,Golden State Warriors,101
1997-11-20,regular_season,Detroit Pistons,87,Portland Trail Blazers,93
1997-11-20,regular_season,Houston Rockets,127,Toronto Raptors,97
1997-11-20,regular_season,Milwaukee Bucks,83,Indiana Pacers,109
1997-11-20,regular_season,Phoenix Suns,89,Chicago Bulls,85
1997-11-20,regular_season,Sacramento Kings,97,Utah Jazz,95
1997-11-21,regular_season,Boston Celtics,101,New Jersey Nets,93
1997-11-21,regular_season,Charlotte Hornets,119,Miami Heat,102
1997-11-21,regular_season,Los Angeles Clippers,102,Chicago Bulls,111
1997-11-21,regular_season,Minnesota Timberwolves,80,Cleveland Cavaliers,103
1997-11-21,regular_season,Seattle SuperSonics,94,San Antonio Spurs,74
1997-11-21,regular_season,Vancouver Grizzlies,99,Denver Nuggets,96
1997-11-21,regular_season,Washington Wizards,82,New York Knicks,104
1997-11-22,regular_season,Cleveland Cavaliers,110,Washington Wizards,101
1997-11-22,regular_season,Dallas Mavericks,62,Milwaukee Bucks,83
1997-11-22,regular_season,Denver Nuggets,80,Seattle SuperSonics,84
1997-11-22,regular_season,Detroit Pistons,87,Atlanta Hawks,85
1997-11-22,regular_season,Houston Rockets,90,Golden State Warriors,84
1997-11-22,regular_season,Indiana Pacers,94,Charlotte Hornets,95
1997-11-22,regular_season,Miami Heat,108,Toronto Raptors,104
1997-11-22,regular_season,New Jersey Nets,93,Portland Trail Blazers,87
1997-11-22,regular_season,Philadelphia 76ers,94,Orlando Magic,108
1997-11-22,regular_season,Utah Jazz,103,San Antonio Spurs,74
1997-11-23,regular_season,Boston Celtics,90,Detroit Pistons,86
1997-11-23,regular_season,Los Angeles Lakers,119,Los Angeles Clippers,102
1997-11-23,regular_season,New York Knicks,104,Vancouver Grizzlies,84
1997-11-23,regular_season,Sacramento Kings,88,Chicago Bulls,103
1997-11-24,regular_season,Orlando Magic,95,Washington Wizards,87
1997-11-24,regular_season,Toronto Raptors,90,Portland Trail Blazers,91
1997-11-24,regular_season,Utah Jazz,133,Minnesota Timberwolves,124
1997-11-25,regular_season,Charlotte Hornets,90,Detroit Pistons,85
1997-11-25,regular_season,Dallas Mavericks,91,San Antonio Spurs,102
1997-11-25,regular_season,Golden State Warriors,87,New Jersey Nets,101
1997-11-25,regular_season,Miami Heat,103,Los Angeles Lakers,86
1997-11-25,regular_season,Sacramento Kings,97,Denver Nuggets,93
1997-11-25,regular_season,Seattle SuperSonics,91,Chicago Bulls,90
