date,game_type,home_team ,score_for,away team,score_against
1969-10-14,regular_season,New York Knicks,126,Seattle SuperSonics,101
1969-10-15,regular_season,Atlanta Hawks,124,Seattle SuperSonics,119
1969-10-15,regular_season,Baltimore Bullets,98,Chicago Bulls,93
1969-10-15,regular_season,Cincinnati Royals,89,New York Knicks,94
1969-10-16,regular_season,Phoenix Suns,116,San Diego Rockets,114
1969-10-17,regular_season,Boston Celtics,108,Cincinnati Royals,110
1969-10-17,regular_season,Chicago Bulls,87,New York Knicks,116
1969-10-17,regular_season,Philadelphia 76ers,131,Los Angeles Lakers,126
1969-10-18,regular_season,Atlanta Hawks,121,Phoenix Suns,116
1969-10-18,regular_season,Baltimore Bullets,124,Boston Celtics,117
1969-10-18,regular_season,Chicago Bulls,131,Seattle SuperSonics,126
1969-10-18,regular_season,Cincinnati Royals,123,Philadelphia 76ers,134
1969-10-18,regular_season,Milwaukee Bucks,119,Detroit Pistons,110
1969-10-18,regular_season,New York Knicks,99,Los Angeles Lakers,96
1969-10-18,regular_season,San Francisco Warriors,124,San Diego Rockets,125
1969-10-19,regular_season,Milwaukee Bucks,130,Seattle SuperSonics,106
1969-10-21,regular_season,Baltimore Bullets,137,Los Angeles Lakers,142
1969-10-21,regular_season,Detroit Pistons,98,Boston Celtics,97
1969-10-21,regular_season,New York Knicks,140,Phoenix Suns,116
1969-10-22,regular_season,Atlanta Hawks,93,San Francisco Warriors,94
1969-10-22,regular_season,Cincinnati Royals,109,Los Angeles Lakers,116
1969-10-22,regular_season,Philadelphia 76ers,122,Phoenix Suns,119
1969-10-22,regular_season,San Diego Rockets,102,Milwaukee Bucks,115
1969-10-23,regular_season,New York Knicks,109,San Francisco Warriors,112
1969-10-24,regular_season,Baltimore Bullets,131,Cincinnati Royals,126
1969-10-24,regular_season,Boston Celtics,110,Atlanta Hawks,122
1969-10-24,regular_season,Detroit Pistons,92,New York Knicks,116
1969-10-24,regular_season,Los Angeles Lakers,123,Milwaukee Bucks,112
1969-10-24,regular_season,Phoenix Suns,115,Chicago Bulls,116
1969-10-25,regular_season,Atlanta Hawks,104,Detroit Pistons,125
1969-10-25,regular_season,New York Knicks,128,Baltimore Bullets,99
1969-10-25,regular_season,Philadelphia 76ers,98,Cincinnati Royals,109
1969-10-25,regular_season,San Diego Rockets,107,Phoenix Suns,115
1969-10-25,regular_season,San Francisco Warriors,118,Milwaukee Bucks,104
1969-10-25,regular_season,Seattle SuperSonics,106,Los Angeles Lakers,130
1969-10-26,regular_season,Los Angeles Lakers,129,Chicago Bulls,125
1969-10-26,regular_season,Phoenix Suns,99,Milwaukee Bucks,119
1969-10-28,regular_season,Detroit Pistons,110,Baltimore Bullets,125
1969-10-28,regular_season,Milwaukee Bucks,107,Boston Celtics,120
1969-10-28,regular_season,New York Knicks,128,Atlanta Hawks,104
1969-10-28,regular_season,Seattle SuperSonics,114,Chicago Bulls,116
1969-10-29,regular_season,Atlanta Hawks,117,San Diego Rockets,113
1969-10-29,regular_season,Baltimore Bullets,105,Philadelphia 76ers,129
1969-10-29,regular_season,San Francisco Warriors,87,Chicago Bulls,101
1969-10-30,regular_season,Detroit Pistons,81,Milwaukee Bucks,102
1969-10-30,regular_season,New York Knicks,123,San Diego Rockets,110
1969-10-30,regular_season,Phoenix Suns,106,Cincinnati Royals,104
1969-10-31,regular_season,Baltimore Bullets,109,Chicago Bulls,118
1969-10-31,regular_season,Boston Celtics,118,San Diego Rockets,113
1969-10-31,regular_season,Philadelphia 76ers,125,Milwaukee Bucks,129
1969-10-31,regular_season,Seattle SuperSonics,129,Cincinnati Royals,121
1969-11-01,regular_season,Baltimore Bullets,137,Atlanta Hawks,140
1969-11-01,regular_season,Detroit Pistons,130,San Diego Rockets,113
1969-11-01,regular_season,New York Knicks,112,Milwaukee Bucks,108
1969-11-01,regular_season,Philadelphia 76ers,123,Boston Celtics,131
1969-11-01,regular_season,San Francisco Warriors,120,Cincinnati Royals,97
1969-11-02,regular_season,Atlanta Hawks,125,Seattle SuperSonics,113
1969-11-02,regular_season,Los Angeles Lakers,116,Cincinnati Royals,124
1969-11-03,regular_season,Milwaukee Bucks,93,New York Knicks,109
1969-11-04,regular_season,Baltimore Bullets,124,San Francisco Warriors,105
1969-11-04,regular_season,Chicago Bulls,109,Philadelphia 76ers,113
1969-11-04,regular_season,Detroit Pistons,102,Seattle SuperSonics,116
1969-11-04,regular_season,Phoenix Suns,99,New York Knicks,116
1969-11-05,regular_season,Atlanta Hawks,128,Boston Celtics,121
1969-11-05,regular_season,Cincinnati Royals,133,San Diego Rockets,120
1969-11-05,regular_season,Philadelphia 76ers,130,Baltimore Bullets,139
1969-11-06,regular_season,Chicago Bulls,137,Atlanta Hawks,142
1969-11-06,regular_season,Cincinnati Royals,109,San Francisco Warriors,130
1969-11-07,regular_season,Baltimore Bullets,126,Seattle SuperSonics,112
1969-11-07,regular_season,Boston Celtics,110,San Francisco Warriors,111
1969-11-07,regular_season,Detroit Pistons,134,Philadelphia 76ers,128
1969-11-07,regular_season,Los Angeles Lakers,120,Phoenix Suns,122
1969-11-07,regular_season,San Diego Rockets,111,New York Knicks,129
1969-11-08,regular_season,Atlanta Hawks,106,San Francisco Warriors,93
1969-11-08,regular_season,Chicago Bulls,103,Boston Celtics,87
1969-11-08,regular_season,Cincinnati Royals,130,Baltimore Bullets,121
1969-11-08,regular_season,Milwaukee Bucks,100,Detroit Pistons,96
1969-11-08,regular_season,Philadelphia 76ers,117,Seattle SuperSonics,125
1969-11-09,regular_season,Los Angeles Lakers,102,New York Knicks,112
1969-11-09,regular_season,Milwaukee Bucks,105,Baltimore Bullets,116
1969-11-09,regular_season,Phoenix Suns,140,Detroit Pistons,129
1969-11-10,regular_season,Atlanta Hawks,133,Chicago Bulls,132
1969-11-10,regular_season,San Diego Rockets,100,San Francisco Warriors,99
1969-11-11,regular_season,Atlanta Hawks,124,Philadelphia 76ers,107
1969-11-11,regular_season,Boston Celtics,118,Milwaukee Bucks,129
1969-11-11,regular_season,Chicago Bulls,106,Seattle SuperSonics,100
1969-11-11,regular_season,Los Angeles Lakers,102,Detroit Pistons,110
1969-11-11,regular_season,San Francisco Warriors,103,New York Knicks,116
1969-11-12,regular_season,Cincinnati Royals,116,Boston Celtics,107
1969-11-12,regular_season,San Diego Rockets,132,Detroit Pistons,119
1969-11-13,regular_season,New York Knicks,114,Chicago Bulls,99
1969-11-13,regular_season,Phoenix Suns,110,Philadelphia 76ers,124
1969-11-13,regular_season,Seattle SuperSonics,117,Detroit Pistons,113
1969-11-14,regular_season,Boston Celtics,108,Baltimore Bullets,109
1969-11-14,regular_season,Los Angeles Lakers,127,Phoenix Suns,112
1969-11-14,regular_season,Milwaukee Bucks,122,Chicago Bulls,100
1969-11-14,regular_season,San Diego Rockets,148,Seattle SuperSonics,112
1969-11-14,regular_season,San Francisco Warriors,109,Atlanta Hawks,120
1969-11-15,regular_season,Baltimore Bullets,129,Milwaukee Bucks,120
1969-11-15,regular_season,Chicago Bulls,124,San Francisco Warriors,105
1969-11-15,regular_season,Cincinnati Royals,104,Detroit Pistons,105
1969-11-15,regular_season,New York Knicks,113,Boston Celtics,98
1969-11-15,regular_season,Phoenix Suns,114,Los Angeles Lakers,111
1969-11-15,regular_season,San Diego Rockets,133,Atlanta Hawks,118
1969-11-15,regular_season,Seattle SuperSonics,146,Philadelphia 76ers,136
1969-11-16,regular_season,Atlanta Hawks,118,Phoenix Suns,139
1969-11-16,regular_season,Los Angeles Lakers,138,Philadelphia 76ers,125
1969-11-16,regular_season,Milwaukee Bucks,129,San Francisco Warriors,123
1969-11-18,regular_season,Baltimore Bullets,142,San Diego Rockets,138
1969-11-18,regular_season,Boston Celtics,120,Phoenix Suns,119
1969-11-18,regular_season,Chicago Bulls,127,Philadelphia 76ers,119
1969-11-18,regular_season,Detroit Pistons,114,Los Angeles Lakers,125
1969-11-18,regular_season,New York Knicks,112,Cincinnati Royals,94
1969-11-18,regular_season,San Francisco Warriors,127,Milwaukee Bucks,110
1969-11-19,regular_season,Baltimore Bullets,133,Phoenix Suns,118
1969-11-19,regular_season,Boston Celtics,122,Chicago Bulls,106
1969-11-19,regular_season,Cincinnati Royals,103,Los Angeles Lakers,116
1969-11-19,regular_season,Philadelphia 76ers,116,San Diego Rockets,125
1969-11-19,regular_season,Seattle SuperSonics,116,Atlanta Hawks,137
1969-11-21,regular_season,Baltimore Bullets,126,Phoenix Suns,116
1969-11-21,regular_season,Cincinnati Royals,133,Chicago Bulls,119
1969-11-21,regular_season,Detroit Pistons,106,Atlanta Hawks,118
1969-11-21,regular_season,Los Angeles Lakers,100,San Diego Rockets,98
1969-11-21,regular_season,Philadelphia 76ers,94,New York Knicks,98
1969-11-21,regular_season,San Francisco Warriors,118,Boston Celtics,115
1969-11-21,regular_season,Seattle SuperSonics,115,Milwaukee Bucks,117
1969-11-22,regular_season,Atlanta Hawks,116,Philadelphia 76ers,132
1969-11-22,regular_season,Chicago Bulls,125,Milwaukee Bucks,106
1969-11-22,regular_season,New York Knicks,128,Phoenix Suns,114
1969-11-22,regular_season,San Diego Rockets,125,Boston Celtics,116
1969-11-22,regular_season,San Francisco Warriors,98,Los Angeles Lakers,106
1969-11-23,regular_season,Cincinnati Royals,137,Phoenix Suns,123
1969-11-23,regular_season,Los Angeles Lakers,97,Baltimore Bullets,129
1969-11-23,regular_season,Seattle SuperSonics,116,Boston Celtics,125
1969-11-24,regular_season,Milwaukee Bucks,104,Cincinnati Royals,129
1969-11-24,regular_season,San Diego Rockets,112,Seattle SuperSonics,105
1969-11-25,regular_season,Atlanta Hawks,115,Milwaukee Bucks,130
1969-11-25,regular_season,Chicago Bulls,103,Detroit Pistons,104
1969-11-25,regular_season,New York Knicks,103,Los Angeles Lakers,96
1969-11-25,regular_season,Phoenix Suns,124,Baltimore Bullets,134
1969-11-25,regular_season,Seattle SuperSonics,106,San Francisco Warriors,114
1969-11-26,regular_season,Atlanta Hawks,108,New York Knicks,138
1969-11-26,regular_season,Boston Celtics,114,Philadelphia 76ers,135
1969-11-26,regular_season,Detroit Pistons,109,Chicago Bulls,129
1969-11-26,regular_season,Milwaukee Bucks,100,Los Angeles Lakers,81
1969-11-26,regular_season,San Diego Rockets,125,San Francisco Warriors,126
1969-11-27,regular_season,San Francisco Warriors,116,Baltimore Bullets,118
1969-11-28,regular_season,Boston Celtics,105,Atlanta Hawks,130
1969-11-28,regular_season,Chicago Bulls,126,San Diego Rockets,119
1969-11-28,regular_season,Cincinnati Royals,105,New York Knicks,106
1969-11-28,regular_season,Los Angeles Lakers,108,San Francisco Warriors,114
1969-11-28,regular_season,Philadelphia 76ers,110,Detroit Pistons,91
1969-11-29,regular_season,Atlanta Hawks,128,Cincinnati Royals,111
1969-11-29,regular_season,Baltimore Bullets,106,Boston Celtics,121
1969-11-29,regular_season,Milwaukee Bucks,111,Philadelphia 76ers,129
1969-11-29,regular_season,New York Knicks,98,Detroit Pistons,110
1969-11-29,regular_season,Seattle SuperSonics,130,Phoenix Suns,129
1969-11-30,regular_season,Cincinnati Royals,115,Philadelphia 76ers,107
1969-11-30,regular_season,Los Angeles Lakers,114,Chicago Bulls,116
1969-11-30,regular_season,Milwaukee Bucks,111,San Diego Rockets,99
1969-11-30,regular_season,Phoenix Suns,116,Seattle SuperSonics,108
1969-12-02,regular_season,Baltimore Bullets,129,Cincinnati Royals,107
1969-12-02,regular_season,Chicago Bulls,110,Phoenix Suns,121
1969-12-02,regular_season,New York Knicks,129,Seattle SuperSonics,109
1969-12-02,regular_season,Philadelphia 76ers,114,Milwaukee Bucks,122
1969-12-02,regular_season,San Francisco Warriors,116,Detroit Pistons,109
1969-12-03,regular_season,Boston Celtics,113,Baltimore Bullets,105
1969-12-03,regular_season,Cincinnati Royals,117,Seattle SuperSonics,118
1969-12-03,regular_season,San Diego Rockets,146,Chicago Bulls,131
1969-12-03,regular_season,San Francisco Warriors,102,Detroit Pistons,106
1969-12-04,regular_season,Atlanta Hawks,119,Seattle SuperSonics,111
1969-12-04,regular_season,Phoenix Suns,119,Los Angeles Lakers,109
1969-12-05,regular_season,Baltimore Bullets,107,New York Knicks,116
1969-12-05,regular_season,Boston Celtics,104,Philadelphia 76ers,105
1969-12-05,regular_season,Cincinnati Royals,156,Atlanta Hawks,127
1969-12-05,regular_season,Los Angeles Lakers,128,Detroit Pistons,109
1969-12-05,regular_season,Milwaukee Bucks,131,Seattle SuperSonics,98
1969-12-05,regular_season,Phoenix Suns,114,Chicago Bulls,113
1969-12-05,regular_season,San Francisco Warriors,112,San Diego Rockets,107
1969-12-06,regular_season,Baltimore Bullets,129,Seattle SuperSonics,132
1969-12-06,regular_season,Chicago Bulls,116,Boston Celtics,114
1969-12-06,regular_season,New York Knicks,124,Milwaukee Bucks,99
1969-12-06,regular_season,Philadelphia 76ers,120,Cincinnati Royals,102
1969-12-06,regular_season,San Diego Rockets,115,Los Angeles Lakers,128
1969-12-07,regular_season,Los Angeles Lakers,103,Atlanta Hawks,104
1969-12-07,regular_season,Phoenix Suns,113,Detroit Pistons,118
1969-12-08,regular_season,Baltimore Bullets,125,Chicago Bulls,122
1969-12-08,regular_season,San Diego Rockets,102,Detroit Pistons,111
1969-12-09,regular_season,Atlanta Hawks,117,San Francisco Warriors,115
1969-12-09,regular_season,Chicago Bulls,109,Phoenix Suns,102
1969-12-09,regular_season,New York Knicks,101,Cincinnati Royals,103
1969-12-09,regular_season,Philadelphia 76ers,123,Los Angeles Lakers,99
1969-12-09,regular_season,Seattle SuperSonics,109,Detroit Pistons,104
1969-12-10,regular_season,Baltimore Bullets,107,Phoenix Suns,137
1969-12-10,regular_season,Boston Celtics,111,Los Angeles Lakers,99
1969-12-10,regular_season,Cincinnati Royals,122,Philadelphia 76ers,121
1969-12-10,regular_season,Milwaukee Bucks,95,New York Knicks,96
1969-12-10,regular_season,San Diego Rockets,126,Atlanta Hawks,107
1969-12-11,regular_season,Chicago Bulls,110,San Francisco Warriors,104
1969-12-11,regular_season,Detroit Pistons,119,Cincinnati Royals,116
1969-12-11,regular_season,Seattle SuperSonics,112,New York Knicks,105
1969-12-12,regular_season,Atlanta Hawks,121,Los Angeles Lakers,107
1969-12-12,regular_season,Boston Celtics,107,San Diego Rockets,104
1969-12-12,regular_season,Chicago Bulls,108,Baltimore Bullets,123
1969-12-12,regular_season,Milwaukee Bucks,123,San Francisco Warriors,109
1969-12-12,regular_season,Philadelphia 76ers,125,Detroit Pistons,111
1969-12-12,regular_season,Seattle SuperSonics,116,Phoenix Suns,130
1969-12-13,regular_season,Atlanta Hawks,100,Milwaukee Bucks,121
1969-12-13,regular_season,Baltimore Bullets,117,San Diego Rockets,105
1969-12-13,regular_season,Detroit Pistons,97,San Francisco Warriors,104
1969-12-13,regular_season,New York Knicks,93,Philadelphia 76ers,100
1969-12-13,regular_season,Phoenix Suns,126,Cincinnati Royals,110
1969-12-14,regular_season,Los Angeles Lakers,131,Seattle SuperSonics,127
1969-12-14,regular_season,Milwaukee Bucks,118,San Diego Rockets,105
1969-12-14,regular_season,Philadelphia 76ers,126,Chicago Bulls,121
1969-12-14,regular_season,Phoenix Suns,130,Cincinnati Royals,137
1969-12-16,regular_season,Boston Celtics,117,Detroit Pistons,98
1969-12-16,regular_season,Chicago Bulls,101,San Diego Rockets,110
1969-12-16,regular_season,New York Knicks,124,Atlanta Hawks,125
1969-12-16,regular_season,Phoenix Suns,119,Philadelphia 76ers,141
1969-12-16,regular_season,San Francisco Warriors,125,Seattle SuperSonics,119
1969-12-17,regular_season,Atlanta Hawks,133,Baltimore Bullets,138
1969-12-17,regular_season,Boston Celtics,106,Milwaukee Bucks,124
1969-12-17,regular_season,Detroit Pistons,107,San Diego Rockets,114
1969-12-17,regular_season,Seattle SuperSonics,117,Cincinnati Royals,104
1969-12-18,regular_season,Atlanta Hawks,112,Chicago Bulls,114
1969-12-19,regular_season,Baltimore Bullets,108,Detroit Pistons,105
1969-12-19,regular_season,Chicago Bulls,99,New York Knicks,108
1969-12-19,regular_season,Los Angeles Lakers,109,Cincinnati Royals,117
1969-12-19,regular_season,Milwaukee Bucks,115,Boston Celtics,111
1969-12-19,regular_season,San Diego Rockets,119,San Francisco Warriors,111
1969-12-19,regular_season,Seattle SuperSonics,123,Philadelphia 76ers,116
1969-12-20,regular_season,Atlanta Hawks,122,Boston Celtics,106
1969-12-20,regular_season,Detroit Pistons,114,Phoenix Suns,113
1969-12-20,regular_season,New York Knicks,128,Baltimore Bullets,91
1969-12-20,regular_season,San Diego Rockets,126,Cincinnati Royals,111
1969-12-20,regular_season,San Francisco Warriors,109,Philadelphia 76ers,122
1969-12-21,regular_season,Atlanta Hawks,118,Chicago Bulls,111
1969-12-21,regular_season,Los Angeles Lakers,133,Philadelphia 76ers,117
1969-12-21,regular_season,Milwaukee Bucks,118,Phoenix Suns,111
1969-12-21,regular_season,Seattle SuperSonics,112,San Diego Rockets,96
1969-12-23,regular_season,Boston Celtics,117,Chicago Bulls,112
1969-12-23,regular_season,San Diego Rockets,115,Los Angeles Lakers,109
1969-12-23,regular_season,San Francisco Warriors,119,Seattle SuperSonics,115
1969-12-25,regular_season,Baltimore Bullets,121,Philadelphia 76ers,113
1969-12-25,regular_season,Cincinnati Royals,120,San Francisco Warriors,124
1969-12-25,regular_season,New York Knicks,112,Detroit Pistons,111
1969-12-25,regular_season,Phoenix Suns,127,Boston Celtics,116
1969-12-26,regular_season,Atlanta Hawks,110,Cincinnati Royals,130
1969-12-26,regular_season,Detroit Pistons,101,Milwaukee Bucks,114
1969-12-26,regular_season,Los Angeles Lakers,114,New York Knicks,106
1969-12-26,regular_season,Philadelphia 76ers,141,San Francisco Warriors,121
1969-12-26,regular_season,Seattle SuperSonics,112,Boston Celtics,122
1969-12-27,regular_season,Atlanta Hawks,112,Philadelphia 76ers,107
1969-12-27,regular_season,Baltimore Bullets,147,San Francisco Warriors,112
1969-12-27,regular_season,Cincinnati Royals,112,Milwaukee Bucks,110
1969-12-27,regular_season,New York Knicks,119,Seattle SuperSonics,117
1969-12-27,regular_season,San Diego Rockets,110,Boston Celtics,111
1969-12-28,regular_season,Los Angeles Lakers,109,Boston Celtics,99
1969-12-28,regular_season,Milwaukee Bucks,133,Baltimore Bullets,124
1969-12-28,regular_season,Philadelphia 76ers,138,San Francisco Warriors,112
1969-12-28,regular_season,Phoenix Suns,116,New York Knicks,135
1969-12-29,regular_season,Atlanta Hawks,122,San Diego Rockets,118
1969-12-29,regular_season,Detroit Pistons,103,Cincinnati Royals,110
1969-12-30,regular_season,Baltimore Bullets,124,Milwaukee Bucks,126
1969-12-30,regular_season,Cincinnati Royals,125,San Diego Rockets,120
1969-12-30,regular_season,New York Knicks,116,Chicago Bulls,96
1969-12-30,regular_season,San Francisco Warriors,105,Los Angeles Lakers,100
1969-12-30,regular_season,Seattle SuperSonics,134,Phoenix Suns,121
1969-12-31,regular_season,Atlanta Hawks,122,Baltimore Bullets,111
1969-12-31,regular_season,Boston Celtics,124,Detroit Pistons,121
1969-12-31,regular_season,Milwaukee Bucks,143,San Diego Rockets,126
1969-12-31,regular_season,Philadelphia 76ers,129,Chicago Bulls,109
1970-01-01,regular_season,Seattle SuperSonics,111,Chicago Bulls,114
1970-01-02,regular_season,Baltimore Bullets,118,Cincinnati Royals,116
1970-01-02,regular_season,Detroit Pistons,92,Boston Celtics,110
1970-01-02,regular_season,Los Angeles Lakers,125,San Francisco Warriors,95
1970-01-02,regular_season,Milwaukee Bucks,118,New York Knicks,105
1970-01-02,regular_season,Philadelphia 76ers,121,Atlanta Hawks,117
1970-01-02,regular_season,Phoenix Suns,121,San Diego Rockets,120
1970-01-03,regular_season,Atlanta Hawks,102,Cincinnati Royals,104
1970-01-03,regular_season,New York Knicks,104,Boston Celtics,111
1970-01-03,regular_season,Phoenix Suns,114,Detroit Pistons,109
1970-01-03,regular_season,San Francisco Warriors,116,Chicago Bulls,102
1970-01-03,regular_season,Seattle SuperSonics,109,Los Angeles Lakers,126
1970-01-04,regular_season,Cincinnati Royals,129,Baltimore Bullets,128
1970-01-04,regular_season,Detroit Pistons,116,Seattle SuperSonics,110
1970-01-04,regular_season,Los Angeles Lakers,120,Phoenix Suns,112
1970-01-04,regular_season,Milwaukee Bucks,125,Atlanta Hawks,126
1970-01-04,regular_season,Philadelphia 76ers,130,Boston Celtics,120
1970-01-04,regular_season,San Diego Rockets,140,Chicago Bulls,121
1970-01-05,regular_season,San Francisco Warriors,118,Detroit Pistons,102
1970-01-06,regular_season,Atlanta Hawks,101,Seattle SuperSonics,97
1970-01-06,regular_season,Baltimore Bullets,99,New York Knicks,129
1970-01-06,regular_season,Chicago Bulls,105,Los Angeles Lakers,100
1970-01-06,regular_season,Cincinnati Royals,128,Phoenix Suns,124
1970-01-07,regular_season,Baltimore Bullets,121,Detroit Pistons,116
1970-01-07,regular_season,Boston Celtics,106,Atlanta Hawks,112
1970-01-07,regular_season,Milwaukee Bucks,138,Cincinnati Royals,119
1970-01-07,regular_season,San Francisco Warriors,94,New York Knicks,99
1970-01-08,regular_season,Chicago Bulls,152,Phoenix Suns,123
1970-01-08,regular_season,San Diego Rockets,120,San Francisco Warriors,103
1970-01-09,regular_season,Atlanta Hawks,112,Los Angeles Lakers,127
1970-01-09,regular_season,Boston Celtics,130,Baltimore Bullets,142
1970-01-09,regular_season,Milwaukee Bucks,120,Phoenix Suns,116
1970-01-09,regular_season,Philadelphia 76ers,132,Seattle SuperSonics,135
1970-01-09,regular_season,San Francisco Warriors,93,New York Knicks,123
1970-01-10,regular_season,Baltimore Bullets,130,Atlanta Hawks,109
1970-01-10,regular_season,Chicago Bulls,116,Los Angeles Lakers,112
1970-01-10,regular_season,Detroit Pistons,129,Seattle SuperSonics,128
1970-01-10,regular_season,Milwaukee Bucks,124,Boston Celtics,109
1970-01-10,regular_season,Philadelphia 76ers,117,Phoenix Suns,119
1970-01-10,regular_season,San Diego Rockets,123,New York Knicks,115
1970-01-11,regular_season,Cincinnati Royals,118,Phoenix Suns,125
1970-01-12,regular_season,Atlanta Hawks,100,Detroit Pistons,113
1970-01-12,regular_season,Chicago Bulls,117,Philadelphia 76ers,113
1970-01-12,regular_season,New York Knicks,130,Phoenix Suns,114
1970-01-13,regular_season,Boston Celtics,111,Seattle SuperSonics,102
1970-01-13,regular_season,Cincinnati Royals,92,Milwaukee Bucks,112
1970-01-13,regular_season,Detroit Pistons,115,San Francisco Warriors,102
1970-01-13,regular_season,Philadelphia 76ers,136,Atlanta Hawks,105
1970-01-13,regular_season,San Diego Rockets,126,Baltimore Bullets,144
1970-01-14,regular_season,Atlanta Hawks,101,San Francisco Warriors,103
1970-01-14,regular_season,Boston Celtics,123,Detroit Pistons,118
1970-01-14,regular_season,Milwaukee Bucks,115,Los Angeles Lakers,113
1970-01-14,regular_season,Philadelphia 76ers,110,Seattle SuperSonics,122
1970-01-15,regular_season,Chicago Bulls,130,Cincinnati Royals,120
1970-01-15,regular_season,Phoenix Suns,124,Baltimore Bullets,115
1970-01-16,regular_season,Atlanta Hawks,117,Cincinnati Royals,100
1970-01-16,regular_season,Boston Celtics,103,Los Angeles Lakers,108
1970-01-16,regular_season,Chicago Bulls,103,Seattle SuperSonics,119
1970-01-16,regular_season,Detroit Pistons,102,New York Knicks,104
1970-01-16,regular_season,Philadelphia 76ers,127,San Francisco Warriors,105
1970-01-17,regular_season,Milwaukee Bucks,130,Chicago Bulls,132
1970-01-17,regular_season,Phoenix Suns,131,Seattle SuperSonics,134
1970-01-17,regular_season,San Diego Rockets,115,Baltimore Bullets,131
1970-01-18,regular_season,Atlanta Hawks,125,Chicago Bulls,107
1970-01-18,regular_season,Boston Celtics,109,New York Knicks,102
1970-01-18,regular_season,Detroit Pistons,106,Los Angeles Lakers,100
1970-01-18,regular_season,Milwaukee Bucks,123,San Francisco Warriors,107
1970-01-18,regular_season,Philadelphia 76ers,141,Cincinnati Royals,116
1970-01-18,regular_season,Phoenix Suns,134,Baltimore Bullets,133
1970-01-22,regular_season,Baltimore Bullets,119,Detroit Pistons,115
1970-01-22,regular_season,Cincinnati Royals,111,Boston Celtics,104
1970-01-22,regular_season,Los Angeles Lakers,122,San Francisco Warriors,108
1970-01-22,regular_season,Milwaukee Bucks,115,San Diego Rockets,106
1970-01-22,regular_season,Phoenix Suns,129,Seattle SuperSonics,120
1970-01-23,regular_season,Boston Celtics,105,Detroit Pistons,109
1970-01-23,regular_season,Chicago Bulls,117,New York Knicks,120
1970-01-23,regular_season,Los Angeles Lakers,128,Seattle SuperSonics,100
1970-01-23,regular_season,Philadelphia 76ers,133,Baltimore Bullets,118
1970-01-23,regular_season,Phoenix Suns,132,San Francisco Warriors,138
1970-01-24,regular_season,Baltimore Bullets,112,Philadelphia 76ers,111
1970-01-24,regular_season,Detroit Pistons,128,Chicago Bulls,122
1970-01-24,regular_season,Milwaukee Bucks,125,Cincinnati Royals,109
1970-01-24,regular_season,New York Knicks,127,San Diego Rockets,114
1970-01-24,regular_season,San Francisco Warriors,99,Phoenix Suns,109
1970-01-24,regular_season,Seattle SuperSonics,121,Los Angeles Lakers,122
1970-01-25,regular_season,Atlanta Hawks,116,Milwaukee Bucks,131
1970-01-25,regular_season,Boston Celtics,96,New York Knicks,102
1970-01-25,regular_season,Chicago Bulls,120,Detroit Pistons,111
1970-01-25,regular_season,Cincinnati Royals,129,Baltimore Bullets,122
1970-01-25,regular_season,Los Angeles Lakers,118,Phoenix Suns,106
1970-01-25,regular_season,Philadelphia 76ers,159,San Diego Rockets,131
1970-01-26,regular_season,Chicago Bulls,115,Cincinnati Royals,116
1970-01-26,regular_season,Milwaukee Bucks,103,Philadelphia 76ers,122
1970-01-26,regular_season,San Francisco Warriors,104,Atlanta Hawks,131
1970-01-27,regular_season,Los Angeles Lakers,124,San Diego Rockets,109
1970-01-27,regular_season,New York Knicks,133,Boston Celtics,100
1970-01-28,regular_season,Baltimore Bullets,123,Chicago Bulls,115
1970-01-28,regular_season,Boston Celtics,112,Philadelphia 76ers,100
1970-01-28,regular_season,Cincinnati Royals,114,Milwaukee Bucks,126
1970-01-28,regular_season,San Diego Rockets,108,Los Angeles Lakers,113
1970-01-28,regular_season,Seattle SuperSonics,120,Atlanta Hawks,119
1970-01-29,regular_season,New York Knicks,127,Detroit Pistons,106
1970-01-29,regular_season,Phoenix Suns,111,Atlanta Hawks,102
1970-01-29,regular_season,Seattle SuperSonics,105,San Francisco Warriors,101
1970-01-30,regular_season,Boston Celtics,108,Cincinnati Royals,103
1970-01-30,regular_season,Chicago Bulls,105,Milwaukee Bucks,121
1970-01-30,regular_season,Detroit Pistons,129,Baltimore Bullets,117
1970-01-30,regular_season,Los Angeles Lakers,102,Atlanta Hawks,87
1970-01-30,regular_season,Philadelphia 76ers,100,New York Knicks,104
1970-01-30,regular_season,San Diego Rockets,119,Seattle SuperSonics,117
1970-01-30,regular_season,San Francisco Warriors,125,Phoenix Suns,116
1970-01-31,regular_season,Baltimore Bullets,120,Boston Celtics,117
1970-01-31,regular_season,Cincinnati Royals,117,Detroit Pistons,115
1970-01-31,regular_season,New York Knicks,123,Chicago Bulls,104
1970-01-31,regular_season,Phoenix Suns,106,Milwaukee Bucks,107
1970-02-01,regular_season,Atlanta Hawks,124,Baltimore Bullets,133
1970-02-01,regular_season,Boston Celtics,105,San Francisco Warriors,123
1970-02-01,regular_season,Chicago Bulls,115,Cincinnati Royals,108
1970-02-01,regular_season,Detroit Pistons,111,New York Knicks,117
1970-02-01,regular_season,Philadelphia 76ers,112,Los Angeles Lakers,113
1970-02-01,regular_season,San Diego Rockets,103,Phoenix Suns,105
1970-02-01,regular_season,Seattle SuperSonics,118,Milwaukee Bucks,116
1970-02-02,regular_season,Atlanta Hawks,125,Detroit Pistons,121
